index,norm_bid
1825,0.9705882352941176
1841,0.9844281367460176
1854,0.9574468085106383
1874,0.9786628733997156
1879,0.9734939759036144
1884,0.96415770609319
1885,0.9651567944250872
1887,0.9773755656108596
1891,0.977198697068404
1892,0.98
1896,0.9761194029850746
1904,0.9749727965179544
1908,0.9789830508474576
1920,0.9465517241379309
1921,0.9454545454545454
1926,0.9651162790697676
1933,0.9808695652173912
1944,0.978021978021978
1947,0.9858719646799116
1951,0.9627586206896552
1953,0.9765478424015008
1959,0.983009708737864
1960,0.9623430962343096
1964,0.9652509652509652
1968,0.9794117647058824
1970,0.9428571428571428
1975,0.9647058823529412
1976,0.9669211195928752
1979,0.9655937846836848
1981,0.9852066493823396
1984,0.9818865345181136
1988,0.9808612440191388
1995,0.9658119658119658
1997,0.984189723320158
1999,0.9826689774696707
2000,0.9134615384615384
2003,0.9794117647058824
2009,0.9727272727272728
2011,0.9615384615384616
2025,0.8608695652173913
2026,0.9870038637161924
2028,0.9795774647887324
2031,0.9779065555957986
2033,0.9714285714285714
2034,0.9748073759847632
2039,0.9728395061728397
2041,0.9565217391304348
2043,0.835608956854178
2056,0.9839506172839506
2059,0.9486255069851284
2061,0.9829931972789115
2064,0.9707750952986024
2067,0.851063829787234
2069,0.982213438735178
2073,0.9828178694158076
2077,0.9250029903113912
2079,0.975
2080,0.97900466562986
2081,0.9959183673469388
2086,0.9800995024875622
2089,0.9692132269099202
2091,0.945945945945946
2094,0.9788359788359788
2095,0.9790209790209792
2096,0.9791511541325392
2098,0.9705882352941176
2104,0.9747292418772564
2105,0.975609756097561
2106,0.9615384615384616
2107,0.9803063457330417
2109,0.9917559769167352
2110,0.978021978021978
2111,0.9814814814814816
2112,0.9781420765027322
2117,0.9716981132075472
2119,0.9670781893004116
2133,0.9838274932614556
2136,0.8691258211217787
2160,0.9849490925188136
2171,0.9840848806366048
2175,0.9772727272727272
2176,0.978021978021978
2177,0.980993862601465
2178,0.9774203526136716
2179,0.9706959706959708
2180,0.957910014513788
2186,0.9580700746697299
2213,0.9794238683127572
2215,0.975
2220,0.986842105263158
2225,0.9718309859154929
2233,0.9642857142857144
2252,0.9616318601262748
2255,0.9686098654708521
2260,0.9819277108433736
2264,0.977635782747604
2266,0.948509485094851
2268,0.9680851063829788
2269,0.9629629629629628
2270,0.9776536312849162
2272,0.9794319294809012
2274,0.9682625067240452
2275,0.9790209790209792
2276,0.9821428571428572
2279,0.98221044663134
2280,0.9778708133971292
2281,0.9847856154910096
2283,0.9647887323943662
2289,0.9851851851851852
2292,0.9786311551563952
2294,0.9763313609467456
2297,0.9810442301296972
2305,0.977198697068404
2306,0.9773333333333334
2307,0.9801783944499504
2308,0.9895561357702348
2310,0.9790528233151184
2316,0.9879518072289156
2327,0.9787440696327842
2328,0.96
2331,0.9850746268656716
2339,0.9791666666666666
2344,0.9765395894428152
2349,0.98
2350,0.9792467332820908
2352,0.8809523809523809
2356,0.9405111018014244
2360,0.954997383568812
2362,0.9798323136188534
2375,0.981717011128776
2385,0.9711684370257968
2390,0.9789473684210528
2393,0.9813596491228069
2394,0.9845765835677563
2401,0.9761904761904762
2402,0.9742976688583384
2413,0.9625
2430,0.9873949579831932
2435,0.981294964028777
2437,0.9815756035578144
2442,0.9793021880544056
2444,0.9264305177111716
2448,0.9615384615384616
2452,0.9761986892031737
2455,0.9818412162162162
2470,0.987239758226998
2490,0.9844559585492229
2499,0.9932432432432432
2521,0.9887798036465638
2543,0.9934210526315791
2553,0.9731543624161074
2554,0.9736842105263158
2584,0.9797701149425287
2586,0.9873949579831932
2587,0.991161616161616
2591,0.97
