index,norm_bid
1572,0.974820143884892
1573,0.9903660886319846
1574,0.9839572192513371
1575,0.983009708737864
1577,0.9792993630573248
1578,0.9705753184014052
1579,0.9668508287292816
1580,0.9745652173913044
1582,0.9907120743034056
1583,0.9895833333333334
1584,0.9866814650388456
1585,0.9859154929577464
1586,0.95
1587,0.99009900990099
1588,0.988
1589,0.9766839378238342
1590,0.9586206896551724
1591,0.958490566037736
1592,0.8938775510204081
1593,0.98
1594,0.967600700525394
1595,0.9946055293324344
1596,0.9777777777777776
1597,0.975609756097561
1598,0.9914151204652449
1599,0.9877384196185286
1600,0.9210526315789472
1601,0.9411764705882352
1602,0.982961992136304
1603,0.9583333333333334
1604,0.9802631578947368
1605,0.9793388429752066
1606,0.9694323144104804
1607,0.9722222222222222
1608,0.9834274266982336
1609,0.975609756097561
1610,0.9802102659245516
1611,0.9864319765309864
1612,0.96
1613,0.968385075477072
1614,0.9818941504178272
1615,0.9835221421215242
1616,0.9656084656084656
1617,0.9794238683127572
1618,0.9843342036553524
1619,0.9888475836431226
1620,0.9774193548387096
1622,0.9819462791721708
1623,0.9555555555555556
1624,0.9114583333333334
1625,0.9751724137931036
1626,0.9743589743589745
1627,0.980544747081712
1628,0.9712837837837838
1629,0.991174473862865
1630,0.9655172413793104
1631,0.977282468924132
1632,0.981651376146789
1633,0.9415204678362572
1634,0.9852631578947368
1635,0.9880239520958084
1636,0.9755555555555556
1637,0.9766536964980544
1638,0.9708333333333332
1639,0.9849056603773584
1640,0.9574468085106383
1641,0.9775784753363228
1642,0.9694350108058044
1643,0.9903846153846154
1644,0.9759615384615384
1645,0.9821428571428572
1646,0.9772727272727272
1647,0.975
1648,0.9777777777777776
1649,0.9880733944954128
1650,0.9666666666666668
1651,0.9807692307692308
1652,0.9802955665024632
1653,0.9659090909090908
1654,0.9767441860465116
1656,0.9712230215827338
1658,0.9790209790209792
1659,0.9714285714285714
1660,0.95
1661,0.9683698296836984
1662,0.984375
1663,0.972192513368984
1665,0.9696969696969696
1667,0.9814814814814816
1671,0.9801324503311258
1672,0.9836601307189542
1673,0.9680851063829788
1674,0.9848484848484848
1682,0.9807750075097628
1683,0.9860529986052998
1684,0.9483870967741936
1685,0.9840000000000001
1687,0.979955456570156
1689,0.9790528233151184
1692,0.983026874115983
1694,0.9830769230769232
1695,0.9756394640682094
1696,0.9855072463768116
1698,0.9736263736263736
1700,0.9887955182072831
1724,0.9784122562674096
1725,0.9828741623231572
1737,0.970288624787776
1740,0.9694915254237289
1746,0.9697653429602888
1772,0.97
1776,0.9761904761904762
1781,0.9755015089650276
1782,0.97323600973236
1783,0.8499860840523241
1785,0.9798657718120806
1786,0.9821428571428572
1787,0.9523809523809524
1789,0.8531468531468531
1793,0.964467005076142
1798,0.98121387283237
1801,0.9696969696969696
1810,0.9615384615384616
1840,0.96
