index,norm_bid
141,0.899911642074585
142,0.9503546357154846
143,0.9877358675003052
144,0.984415590763092
146,0.9695354104042052
147,0.9733333587646484
148,0.8047337532043457
149,0.9801324605941772
150,0.9499999880790708
151,0.9644444584846495
152,0.9790732264518738
153,0.94729346036911
154,0.9355390667915344
155,0.948821187019348
156,0.9500805139541626
157,0.948348879814148
158,0.9499999880790708
159,0.9739776849746704
160,0.9783599376678468
161,0.9715026021003724
162,0.9819121360778807
163,0.9602649211883544
164,0.8940678238868713
165,0.9795082211494446
166,0.9663865566253662
167,0.9460784196853638
168,0.9807229042053224
169,0.984415590763092
170,0.9635416865348816
171,0.9823943376541138
172,0.8181818127632141
173,0.8405172228813171
174,0.9696969985961914
175,0.9803921580314636
176,0.9772727489471436
177,0.9891451597213744
178,0.9773123860359192
179,0.9750000238418579
180,0.9647058844566344
181,0.9329608678817748
182,0.8368794322013855
183,0.9460784196853638
184,0.957446813583374
185,0.9499999880790708
186,0.9523809552192688
187,0.9485714435577391
188,0.946127951145172
189,0.9702882766723632
190,0.9716666936874392
191,0.9850746393203736
192,0.9597030878067015
193,0.947692334651947
194,0.9473684430122375
195,0.97529536485672
196,0.9803493618965148
197,0.9746835231781006
198,0.9431579113006592
199,0.9665924310684204
200,0.9800000190734864
201,0.9764705896377563
202,0.970873773097992
203,0.9801587462425232
204,0.9726027250289916
205,0.9853211045265198
206,0.9653579592704772
207,0.859375
208,0.96815288066864
209,0.9494336247444152
210,0.9545454382896424
211,0.9596154093742372
212,0.9473684430122375
213,0.9499999880790708
214,0.9483870863914492
216,0.968263864517212
217,0.9750000238418579
218,0.8257142901420593
219,0.9279999732971193
220,0.9689922332763672
221,0.9553571343421936
222,0.949367105960846
223,0.9613733887672424
224,0.9537037014961244
225,0.9571428298950196
226,0.9599447250366212
227,0.9880478382110596
228,0.9935794472694396
229,0.975211262702942
230,0.9878048896789552
231,0.9496210217475892
232,0.9488866329193116
233,0.9509202241897584
234,0.9654313325881958
235,0.9500648379325868
237,0.9724770784378052
238,0.9649122953414916
239,0.9689737558364868
240,0.9523809552192688
242,0.9474576115608216
243,0.9823583960533142
244,0.9439764022827148
245,0.9823284745216372
246,0.9789473414421082
247,0.9855769276618958
248,0.985401451587677
249,0.9850000143051147
250,0.9765625
251,0.9590865969657898
252,0.9557945132255554
253,0.9707379341125488
254,0.9399707317352296
255,0.9626436829566956
256,0.9714726209640504
257,0.9421841502189636
258,0.978723406791687
259,0.9480122327804564
260,0.983552634716034
261,0.9683377146720886
262,0.9688581228256226
263,0.9504009485244752
264,0.9718056321144104
265,0.9644322991371156
266,0.9174311757087708
267,0.9791332483291626
268,0.9697601795196532
269,0.9698609113693236
270,0.9654471278190612
271,0.9694774746894836
272,0.986193299293518
273,0.9530386924743652
274,0.9514170289039612
275,0.9924812316894532
276,0.9285714030265808
277,0.945984959602356
278,0.9785286784172058
279,0.9890109896659852
280,0.9725936055183412
281,0.974462389945984
282,0.8670520186424255
284,0.8808290362358093
286,0.8792792558670044
287,0.9090909361839294
288,0.9936908483505248
289,0.8725099563598633
290,0.967117965221405
291,0.8940397500991821
292,0.9458678960800172
293,0.9502164721488952
294,0.9562541246414183
295,0.9568220973014832
296,0.9799054265022278
297,0.8986486196517944
298,0.9016948938369752
299,0.9375
300,0.947802186012268
301,0.981203019618988
302,0.9677419066429138
303,0.9759238362312316
304,0.9789915680885316
305,0.8113590478897095
306,0.96476149559021
307,0.9507346749305724
308,0.9542356133461
309,0.9809104204177856
310,0.9630931615829468
312,0.9480812549591064
314,0.9756097793579102
315,0.9547738432884216
316,0.9476743936538696
317,0.948905110359192
318,0.8975961804389954
319,0.9197952151298524
321,0.9375
322,0.9645846486091614
324,0.8288165926933289
325,0.8247349858283997
326,0.8188318014144897
328,0.9799131155014038
329,0.9707064628601074
330,0.9787816405296326
331,0.9705882072448728
332,0.899433434009552
333,0.960739016532898
334,0.9448105692863464
335,0.8893508911132812
336,0.9769883155822754
337,0.9809852838516236
338,0.9681697487831116
339,0.9760510921478271
340,0.970192849636078
342,0.9796437621116638
343,0.8237284421920776
344,0.949367105960846
345,0.8799212574958801
346,0.9475465416908264
347,0.9564254283905028
348,0.9642857313156128
350,0.9749034643173218
352,0.9925187230110168
353,0.9913420081138612
354,0.90568608045578
359,0.8899280428886414
360,0.9582309722900392
361,0.9516500234603882
362,0.8366336822509766
364,0.9499999880790708
365,0.9358024597167968
366,0.8960573673248291
367,0.9511731266975404
368,0.9800443649291992
369,0.980663001537323
370,0.9702796936035156
371,0.9986541271209716
372,0.966183602809906
373,0.986193299293518
374,0.9623352289199828
375,0.9411259293556212
376,0.9161576628684998
377,0.9515894651412964
378,0.9647006988525392
379,0.9679572582244872
380,0.9685505628585817
381,0.9790045022964478
382,0.95951646566391
383,0.9492600560188292
384,0.9764309525489808
386,0.8090452551841736
391,0.946666657924652
392,0.8994324207305908
393,0.8717858195304871
394,0.9287854433059692
395,0.9842995405197144
400,0.9602649211883544
401,0.9424579739570618
402,0.9120295643806458
403,0.8779264092445374
404,0.8760683536529541
405,0.9404388666152954
406,0.9814323782920836
407,0.979899525642395
408,0.9684560298919678
409,0.9795109033584596
414,0.9536231756210328
415,0.9494949579238892
416,0.9656652212142944
417,0.9554551243782043
418,0.948905110359192
