index,norm_bid
1816,0.8928571428571429
1818,0.9309623430962344
1819,0.964765100671141
1820,0.9022556390977444
1821,0.94
1822,0.9295774647887324
1823,0.9071274298056156
1824,0.9166666666666666
1826,0.928125
1827,0.9230769230769232
1828,0.9275618374558304
1833,0.9069935111751982
1834,0.9217171717171716
1836,0.9554054054054054
1837,0.933734939759036
1838,0.9375
1842,0.9299781181619255
1843,0.935149420613946
1845,0.9160839160839158
1846,0.9256756756756755
1847,0.9290322580645162
1848,0.9410112359550562
1849,0.9316037735849056
1850,0.9428359317000744
1852,0.9239940387481372
1853,0.9053597295992274
1856,0.874766355140187
1857,0.9297520661157024
1859,0.965665236051502
1860,0.928319623971798
1861,0.9492063492063492
1862,0.9178947368421052
1863,0.9137055837563453
1864,0.9229559748427671
1865,0.9305873379099924
1867,0.9661016949152542
1868,0.9510763209393346
1869,0.9297912713472486
1870,0.92
1871,0.9021739130434784
1875,0.9322033898305084
1876,0.9290909090909092
1877,0.9250446162998216
1878,0.8753501400560224
1880,0.8994708994708994
1883,0.9435707678075856
1886,0.9481481481481482
1889,0.8629071463296062
1897,0.9278350515463918
1898,0.9212765957446808
1900,0.9036697247706422
1901,0.9271028037383178
1902,0.9295774647887324
1903,0.9186746987951808
1905,0.9195979899497488
1906,0.9393258426966292
1907,0.927357032457496
1909,0.8640636297903109
1910,0.8969584109248914
1911,0.8263888888888888
1913,0.945774647887324
1915,0.9289473684210526
1916,0.9183673469387756
1919,0.88
1923,0.8441558441558441
1924,0.9299191374663072
1927,0.9295154185022028
1930,0.915032679738562
1932,0.9441964285714286
1934,0.923777961888981
1936,0.921560222888984
1937,0.9274673008323424
1938,0.9244264507422402
1939,0.9293785310734464
1940,0.9490445859872612
1941,0.8679203539823008
1942,0.9222298692360632
1943,0.9511111111111112
1945,0.9493006993006992
1946,0.9001161440185831
1948,0.931174089068826
1949,0.9282371294851794
1950,0.928604759682688
1952,0.9230769230769232
1954,0.9289176090468496
1955,0.9244314013206164
1956,0.9292114695340502
1957,0.9398496240601504
1958,0.9683098591549296
1961,0.9375
1962,0.9581497797356828
1963,0.9433962264150944
1965,0.9216666666666666
1966,0.9057971014492754
1967,0.9470899470899472
1969,0.9407407407407408
1971,0.9297994269340976
1972,0.9027027027027028
1973,0.933734939759036
1974,0.976890756302521
1977,0.9
1978,0.9130434782608696
1980,0.9464
1983,0.9230769230769232
1985,0.9196470041802136
1986,0.9298029556650246
1987,0.8999328408327737
1989,0.9304347826086956
1990,0.9302325581395348
1991,0.8980582524271845
1992,0.8995433789954338
1993,0.9014084507042254
1994,0.949238578680203
1996,0.9796238244514106
2001,0.8947745168217609
2002,0.9333333333333332
2004,0.9201252936570086
2005,0.9090909090909092
2006,0.8897058823529411
2007,0.9454545454545454
2008,0.94
2010,0.8974358974358975
2012,0.9040333796940194
2013,0.9781659388646288
2014,0.9782608695652174
2015,0.9087719298245616
2016,0.9202127659574468
2017,0.8736998514115899
2018,0.8723404255319149
2019,0.8984481350394773
2021,0.8991097922848664
2022,0.9148598625066102
2023,0.8810126582278481
2024,0.9458333333333332
2027,0.9287925696594428
2029,0.9245647969052224
2036,0.9030837004405288
2037,0.9352517985611509
2038,0.9044657998869418
2040,0.9105058365758756
2042,0.9076923076923076
